,1. open,2. high,3. low,4. close
2015-03-20,121.369,121.519,119.277,120.02
2015-03-27,120.02,120.166,118.3,119.12
2015-04-03,119.226,120.365,118.68,118.963
2015-04-10,118.87,120.738,118.76,120.185
2015-04-17,120.211,120.845,118.54,118.897
2015-04-24,118.946,120.094,118.5,118.964
2015-05-01,118.871,120.288,118.47,120.166
2015-05-08,120.197,120.506,119.02,119.866
2015-05-15,119.816,120.278,118.86,119.25
2015-05-22,119.408,121.571,119.3,121.5
2015-05-29,121.506,124.459,121.41,124.1
2015-06-05,124.177,125.855,123.737,125.58
2015-06-12,125.654,125.668,122.44,123.408
2015-06-19,123.289,124.445,122.43,122.681
2015-06-26,122.773,124.377,122.53,123.861
2015-07-03,122.565,123.721,121.92,122.851
2015-07-10,122.368,122.93,120.39,122.83
2015-07-17,122.482,124.232,122.39,124.05
2015-07-24,124.093,124.477,123.54,123.79
2015-07-31,123.832,124.582,122.98,123.85
2015-08-07,123.941,125.072,123.76,124.197
2015-08-14,124.281,125.28,123.76,124.276
2015-08-21,124.315,124.574,121.79,122.002
2015-08-28,121.527,121.948,116.148,121.703
2015-09-04,121.266,121.417,118.57,119.017
2015-09-11,119.18,121.329,118.771,120.567
2015-09-18,120.62,120.992,119.017,119.92
2015-09-25,119.993,121.236,119.2,120.584
2015-10-02,120.53,120.577,118.667,119.898
2015-10-09,119.982,120.568,119.592,120.246
2015-10-16,120.22,120.247,118.035,119.442
2015-10-23,119.375,121.484,119.102,121.452
2015-10-30,121.379,121.487,119.989,120.608
2015-11-06,120.474,123.267,120.222,123.136
2015-11-13,123.316,123.605,122.409,122.579
2015-11-20,122.376,123.755,122.193,122.755
2015-11-27,122.866,123.26,122.221,122.741
2015-12-04,122.765,123.67,122.264,123.056
2015-12-11,123.2,123.476,120.552,120.954
2015-12-18,121.072,123.574,120.309,121.146
2015-12-25,121.309,121.505,120.001,120.289
2016-01-01,120.256,120.654,119.959,120.203
2016-01-08,120.286,120.465,117.19,117.234
