,1. open,2. high,3. low,4. close
2016-01-15,116.817,118.38,116.48,116.98
2016-01-22,116.906,118.879,115.966,118.71
2016-01-29,118.739,121.689,117.627,121.14
2016-02-05,121.388,121.51,116.295,116.808
2016-02-12,116.926,117.525,110.963,113.236
2016-02-19,113.531,114.876,112.269,112.603
2016-02-26,112.582,114.0,111.03,113.975
2016-03-04,113.69,114.553,112.134,113.735
2016-03-11,113.848,114.445,112.2,113.96
2016-03-18,113.699,114.143,110.632,111.543
2016-03-25,111.519,113.323,111.197,113.049
2016-04-01,113.371,113.803,111.553,111.64
2016-04-08,111.753,111.83,107.663,108.079
2016-04-15,108.257,109.736,107.603,108.762
2016-04-22,107.951,111.808,107.857,111.793
2016-04-29,111.571,111.884,106.248,106.282
2016-05-06,106.685,107.498,105.51,107.094
2016-05-13,107.252,109.493,107.178,108.633
2016-05-20,108.553,110.59,108.479,110.097
2016-05-27,110.203,110.449,109.07,110.214
2016-06-03,110.72,111.45,106.46,106.532
2016-06-10,106.678,107.904,106.24,106.91
2016-06-17,106.726,106.764,103.545,104.11
2016-06-24,104.781,106.84,98.989,102.19
2016-07-01,102.246,103.395,101.394,102.518
2016-07-08,102.619,102.804,99.996,100.5
2016-07-15,100.652,106.317,100.53,104.651
2016-07-22,105.54,107.494,105.25,106.149
2016-07-29,106.346,106.726,101.938,102.047
2016-08-05,102.471,102.86,100.642,101.821
2016-08-12,102.228,102.655,100.82,101.25
2016-08-19,101.251,101.46,99.516,100.21
2016-08-26,100.462,101.944,99.91,101.81
2016-09-02,101.934,104.32,101.717,103.975
2016-09-09,104.056,104.074,101.19,102.67
2016-09-16,102.369,103.359,101.4,102.27
2016-09-23,102.247,102.79,100.068,101.05
2016-09-30,100.985,101.842,100.06,101.32
2016-10-07,101.454,104.163,101.173,102.893
2016-10-14,103.073,104.636,102.778,104.146
2016-10-21,104.249,104.372,103.14,103.8
2016-10-28,103.964,105.532,103.685,104.694
2016-11-04,104.615,105.233,102.539,103.089
2016-11-11,103.845,106.949,101.157,106.635
2016-11-18,106.792,110.951,106.69,110.874
2016-11-25,110.921,113.9,110.23,113.229
2016-12-02,112.869,114.827,111.32,113.503
2016-12-09,113.036,115.369,112.942,115.274
2016-12-16,115.448,118.665,114.716,117.84
2016-12-23,117.859,118.242,116.512,117.32
2016-12-30,117.22,117.814,116.035,116.95
2017-01-06,116.935,118.611,115.033,117.02
2017-01-13,117.178,117.55,113.731,114.467
2017-01-20,114.414,115.624,112.53,114.6
2017-01-27,114.391,115.376,112.485,115.08
2017-02-03,114.889,114.952,112.028,112.584
2017-02-10,112.568,113.86,111.57,113.205
2017-02-17,113.647,114.958,112.58,112.836
2017-02-24,112.938,113.778,111.917,112.134
2017-03-03,112.222,114.75,111.664,114.005
2017-03-10,114.085,115.505,113.529,114.77
2017-03-17,114.879,115.195,112.526,112.69
2017-03-24,112.721,112.898,110.589,111.329
2017-03-31,110.565,112.198,110.077,111.383
2017-04-07,111.332,111.589,110.091,111.044
2017-04-14,111.299,111.582,108.48,108.48
2017-04-21,108.595,109.488,108.099,109.08
2017-04-28,110.043,111.779,109.569,111.495
2017-05-05,111.292,113.05,111.175,112.7
2017-05-12,112.825,114.373,112.357,113.28
2017-05-19,113.302,113.855,110.211,111.16
2017-05-26,111.266,112.129,110.825,111.31
2017-06-02,111.211,111.711,110.3,110.357
2017-06-09,110.476,110.813,109.08,110.327
2017-06-16,110.375,111.419,108.811,110.67
2017-06-23,110.845,111.788,110.804,111.26
2017-06-30,111.222,112.928,111.17,112.36
2017-07-07,112.277,114.181,112.164,113.869
2017-07-14,114.011,114.496,112.24,112.48
2017-07-21,112.572,112.868,110.977,111.153
2017-07-28,111.122,112.202,110.532,110.654
2017-08-04,110.53,111.051,109.808,110.64
2017-08-11,110.775,110.92,108.718,109.05
2017-08-18,109.141,110.949,108.569,109.14
2017-08-25,109.397,109.844,108.609,109.36
2017-09-01,109.265,110.671,108.26,110.247
2017-09-08,109.829,109.934,107.29,107.83
2017-09-15,108.345,111.334,108.15,110.731
2017-09-22,111.031,112.716,110.99,111.958
2017-09-29,112.331,113.257,111.45,112.428
2017-10-06,112.631,113.44,112.3,112.545
2017-10-13,112.494,112.828,111.67,111.791
2017-10-20,111.933,113.57,111.63,113.479
2017-10-27,113.883,114.452,113.22,113.658
2017-11-03,113.729,114.428,112.93,113.986
2017-11-10,114.133,114.735,113.07,113.51
2017-11-17,113.593,113.912,111.91,111.996
2017-11-24,112.184,112.719,111.04,111.488
2017-12-01,111.597,112.875,110.82,112.129
2017-12-08,112.743,113.59,111.97,113.386
2017-12-15,113.581,113.751,112.01,112.577
2017-12-22,112.618,113.638,112.29,113.256
2017-12-29,113.235,113.384,112.44,112.614
2018-01-05,112.67,113.32,112.03,112.985
2018-01-12,113.116,113.387,110.88,110.941
2018-01-19,111.095,111.482,110.16,110.615
2018-01-26,110.614,111.224,108.26,108.516
2018-02-02,108.65,110.482,108.389,110.03
2018-02-09,110.267,110.281,108.02,108.777
2018-02-16,108.828,108.893,105.52,106.126
2018-02-23,106.306,107.903,106.07,106.796
2018-03-02,107.046,107.675,105.23,105.716
2018-03-09,105.609,107.052,105.32,106.806
2018-03-16,106.942,107.292,105.57,105.976
2018-03-23,105.975,106.64,104.61,104.729
2018-03-30,104.727,107.012,104.69,106.248
2018-04-06,106.302,107.493,105.63,106.892
2018-04-13,106.898,107.78,106.59,107.32
2018-04-20,107.542,107.856,106.85,107.647
2018-04-27,107.78,109.539,107.7,109.033
2018-05-04,109.142,110.037,108.62,109.101
2018-05-11,109.087,110.019,108.73,109.38
2018-05-18,109.36,111.082,109.18,110.776
2018-05-25,110.866,111.396,108.93,109.425
2018-06-01,109.644,109.748,108.08,109.518
2018-06-08,109.552,110.267,109.17,109.515
2018-06-15,109.414,110.904,109.34,110.635
2018-06-22,110.611,110.76,109.53,109.855
2018-06-29,109.921,110.943,109.35,110.67
2018-07-06,110.702,111.135,110.25,110.464
2018-07-13,110.409,112.8,110.33,112.33
2018-07-20,112.397,113.176,111.35,111.416
2018-07-27,111.333,111.544,110.57,111.021
2018-08-03,110.964,112.152,110.738,111.205
2018-08-10,111.246,111.527,110.49,110.797
2018-08-17,110.595,111.432,110.08,110.49
2018-08-24,110.508,111.487,109.74,111.216
2018-08-31,111.244,111.829,110.66,111.02
2018-09-07,111.183,111.758,110.36,110.988
2018-09-14,110.985,112.169,110.83,112.049
2018-09-21,111.969,112.874,111.64,112.567
2018-09-28,112.543,113.712,112.41,113.66
2018-10-05,113.746,114.55,113.49,113.709
2018-10-12,113.71,113.943,111.81,112.198
2018-10-19,112.181,112.731,111.59,112.531
2018-10-26,112.462,112.886,111.35,111.83
2018-11-02,111.865,113.385,111.75,113.16
2018-11-09,113.194,114.088,112.92,113.82
2018-11-16,113.876,114.214,112.62,112.812
2018-11-23,112.783,113.23,112.27,112.94
2018-11-30,112.912,114.037,112.85,113.545
2018-12-07,113.719,113.823,112.2,112.72
2018-12-14,112.63,113.708,112.21,113.35
2018-12-21,113.319,113.521,110.78,111.21
2018-12-28,111.03,111.408,109.98,110.251
2019-01-04,110.273,110.475,104.707,108.48
2019-01-11,108.472,109.088,107.74,108.472
2019-01-18,108.503,109.889,107.97,109.772
2019-01-25,109.732,109.999,109.12,109.536
2019-02-01,109.531,109.743,108.47,109.48
2019-02-08,109.477,110.163,109.4,109.722
2019-02-15,109.799,111.128,109.74,110.535
2019-02-22,110.5,110.95,110.42,110.62
2019-03-01,110.757,112.077,110.32,111.878
2019-03-08,111.818,112.137,110.746,111.1
2019-03-15,111.091,111.902,110.85,111.42
2019-03-22,111.47,111.696,109.72,109.91
2019-03-29,110.01,110.95,109.69,110.82
2019-04-05,110.94,111.824,110.8,111.73
2019-04-12,111.676,112.096,110.81,112.02
2019-04-19,111.993,112.166,111.73,111.91
2019-04-26,111.914,112.401,111.36,111.59
2019-05-03,111.598,111.899,111.02,111.11
2019-05-10,110.811,110.959,109.44,109.891
2019-05-17,109.766,110.194,108.99,109.95
2019-05-24,110.036,110.673,109.242,109.3
2019-05-31,109.404,109.926,108.225,108.27
2019-06-07,108.195,108.618,107.79,108.18
2019-06-14,108.469,108.801,108.13,108.55
2019-06-21,108.544,108.724,107.02,107.31
2019-06-28,107.353,108.161,106.75,107.82
2019-07-05,108.489,108.638,107.5,108.46
2019-07-12,108.507,108.991,107.77,107.93
2019-07-19,107.879,108.377,107.18,107.7
2019-07-26,107.808,108.829,107.68,108.66
2019-08-02,108.646,109.318,106.48,106.58
2019-08-09,106.631,107.09,105.24,105.66
2019-08-16,105.628,106.977,105.02,106.36
2019-08-23,106.466,106.734,105.23,105.39
2019-08-30,104.866,106.683,104.78,106.28
2019-09-06,106.115,107.23,105.71,106.89
2019-09-13,106.896,108.26,106.74,108.1
2019-09-20,107.819,108.477,107.46,107.515
2019-09-27,107.683,108.181,106.93,107.92
2019-10-04,107.876,108.471,106.47,106.88
2019-10-11,106.852,108.631,106.66,108.36
2019-10-18,108.51,108.939,108.02,108.35
2019-10-25,108.354,108.774,108.22,108.66
2019-11-01,108.7,109.287,107.87,108.15
2019-11-08,108.234,109.49,108.17,109.23
2019-11-15,109.228,109.295,108.23,108.87
2019-11-22,108.755,109.073,108.25,108.62
2019-11-29,108.691,109.67,108.65,109.48
2019-12-06,109.509,109.727,108.4,108.55
2019-12-13,108.592,109.707,108.4,109.41
2019-12-20,109.354,109.685,109.15,109.43
2019-12-27,109.444,109.684,109.23,109.41
2020-01-03,109.436,109.461,107.82,108.08
2020-01-10,107.803,109.69,107.63,109.47
2020-01-17,109.522,110.29,109.5,110.15
2020-01-24,110.13,110.223,109.14,109.3
2020-01-31,108.903,109.267,108.29,108.36
2020-02-07,108.35,110.023,108.3,109.74
2020-02-14,109.712,110.134,109.54,109.774
2020-02-21,109.772,112.228,109.63,111.565
2020-02-28,111.428,111.683,107.48,108.056
2020-03-06,107.378,108.578,104.96,105.36
2020-03-13,103.717,108.505,101.178,107.9
2020-03-20,106.382,111.505,105.12,110.85
2020-03-27,111.068,111.716,107.73,107.88
2020-04-03,107.66,108.727,106.89,108.453
2020-04-10,108.454,109.382,108.18,108.382
2020-04-17,108.328,108.39,106.9,107.549
2020-04-24,107.639,108.045,107.26,107.484
2020-05-01,107.451,107.623,106.33,106.909
2020-05-08,106.834,107.069,105.96,106.682
2020-05-15,106.875,107.77,106.71,107.157
2020-05-22,107.258,108.088,107.04,107.6
2020-05-29,107.691,107.95,107.05,107.783
2020-06-05,107.735,109.851,107.35,109.584
2020-06-12,109.585,109.673,106.54,107.342
2020-06-19,107.459,107.64,106.63,106.86
2020-06-26,106.83,107.453,106.04,107.215
2020-07-03,107.166,108.165,106.995,107.483
2020-07-10,107.528,107.791,106.61,106.912
2020-07-17,106.893,107.435,106.63,107.013
2020-07-24,107.027,107.545,105.65,106.122
2020-07-31,105.983,106.055,104.14,105.922
2020-08-07,105.784,106.472,105.26,105.872
2020-08-14,105.915,107.05,105.67,106.565
2020-08-21,106.583,106.654,105.07,105.812
2020-08-28,105.883,106.947,105.17,105.326
2020-09-04,105.654,106.552,105.279,106.232
2020-09-11,106.267,106.386,105.733,106.14
2020-09-18,106.098,106.166,104.214,104.532
2020-09-25,104.541,105.7,103.942,105.559
2020-10-02,105.681,105.804,104.883,105.325
2020-10-09,105.468,106.11,105.333,105.59
2020-10-16,105.732,105.738,105.0,105.394
2020-10-23,105.372,105.748,104.31,104.69
2020-10-30,104.661,105.055,103.98,104.662
2020-11-06,104.496,105.347,103.14,103.361
2020-11-13,103.298,105.647,103.16,104.63
2020-11-20,104.65,105.138,103.62,103.813
2020-11-27,103.78,104.761,103.61,104.085
2020-12-04,104.056,104.751,103.64,104.131
2020-12-11,104.102,104.58,103.79,104.029
2020-12-18,103.975,104.153,102.85,103.3
2020-12-25,103.482,103.89,103.22,103.572
2021-01-01,103.496,103.898,102.93,103.191
2021-01-08,103.099,104.094,102.56,103.998
2021-01-15,103.857,104.397,103.49,103.79
2021-01-22,103.777,104.086,103.3,103.719
2021-01-29,103.769,104.939,103.52,104.657
2021-02-05,104.716,105.769,104.58,105.38
2021-02-12,105.337,105.672,104.38,104.922
2021-02-19,104.891,106.225,104.861,105.386
2021-02-26,105.382,106.693,104.89,106.504
2021-03-05,106.53,108.644,106.34,108.277
2021-03-12,108.335,109.233,108.245,108.979
2021-03-19,108.987,109.365,108.58,108.901
2021-03-26,108.597,109.848,108.38,109.667
2021-04-02,109.711,110.967,109.34,110.67
2021-04-09,110.644,110.75,108.97,109.655
2021-04-16,109.675,109.771,108.58,108.75
2021-04-23,108.743,108.835,107.45,107.858
2021-04-30,107.907,109.373,107.61,109.318
2021-05-07,109.286,109.7,108.31,108.582
2021-05-14,108.612,109.786,108.32,109.347
2021-05-21,109.272,109.502,108.54,108.94
2021-05-28,108.911,110.199,108.53,109.8
2021-06-04,109.836,110.33,109.298,109.475
2021-06-11,109.477,109.843,109.16,109.635
2021-06-18,109.615,110.824,109.58,110.15
2021-06-25,110.212,111.116,109.68,110.76
2021-07-02,110.768,111.658,110.39,111.04
2021-07-09,111.003,111.19,109.5,110.029
2021-07-16,110.115,110.7,109.68,110.066
2021-07-23,110.012,110.593,109.03,110.51
2021-07-30,110.499,110.584,109.33,109.615
2021-08-06,109.621,110.357,108.69,110.233
2021-08-13,110.212,110.801,109.51,109.57
2021-08-20,109.614,110.228,109.08,109.74
2021-08-27,109.735,110.268,109.38,109.81
2021-09-03,109.846,110.42,109.55,109.692
2021-09-10,109.75,110.447,109.59,109.91
2021-09-17,109.82,110.163,109.08,109.895
2021-09-24,109.924,110.794,109.09,110.685
2021-10-01,110.664,112.078,110.5,111.008
2021-10-08,110.894,112.255,110.79,112.215
2021-10-15,112.23,114.465,112.14,114.2
2021-10-22,114.28,114.7,113.38,113.46
2021-10-29,113.501,114.312,113.22,114.0
2021-11-05,114.102,114.45,113.27,113.4
2021-11-12,113.36,114.301,112.69,113.846
2021-11-19,113.895,114.97,113.56,113.988
2021-11-26,113.943,115.523,113.02,113.346
2021-12-03,113.693,113.96,112.5,112.76
2021-12-10,112.833,113.956,112.802,113.374
2021-12-17,113.269,114.275,113.11,113.612
2021-12-24,113.612,114.513,113.3,114.35
2021-12-31,114.349,115.216,114.28,115.068
2022-01-07,115.107,116.352,114.91,115.53
2022-01-14,115.592,115.851,113.45,114.189
2022-01-21,114.118,115.058,113.57,113.674
2022-01-28,113.661,115.685,113.44,115.178
2022-02-04,115.27,115.593,114.13,115.25
2022-02-11,115.215,116.34,114.88,115.383
2022-02-18,115.329,115.874,114.76,114.992
2022-02-25,115.01,115.761,114.38,115.548
2022-03-04,115.229,115.81,114.62,114.763
2022-03-11,114.925,117.36,114.79,117.268
2022-03-18,117.335,119.4,117.29,119.17
2022-03-25,119.135,122.434,119.07,122.06
2022-04-01,122.04,125.103,121.25,122.49
2022-04-08,122.542,124.68,122.259,124.32
2022-04-15,124.207,126.681,124.15,126.439
2022-04-22,126.412,129.405,126.23,128.425
2022-04-29,128.496,131.251,126.93,129.83
2022-05-06,129.861,130.81,128.6,130.56
2022-05-13,130.57,131.347,127.49,129.185
2022-05-20,129.35,129.78,126.99,127.85
2022-05-27,127.845,128.087,126.33,127.085
2022-06-03,127.122,130.979,126.83,130.86
2022-06-10,130.85,134.557,130.4,134.42
2022-06-17,134.4,135.6,131.46,134.96
2022-06-24,134.993,136.713,134.24,135.17
2022-07-01,135.16,137.003,134.49,135.175
2022-07-08,135.228,136.566,134.76,136.08
2022-07-15,136.116,139.391,136.06,138.456
2022-07-22,138.505,138.879,135.54,136.05
2022-07-29,136.117,137.463,132.48,133.19
2022-08-05,133.215,135.506,130.389,134.97
2022-08-12,135.052,135.583,131.71,133.48
2022-08-19,133.436,137.231,132.52,136.93
2022-08-26,136.821,137.755,135.78,137.752
2022-09-02,137.605,140.801,137.587,140.152
2022-09-09,140.156,144.992,140.09,142.564
2022-09-16,142.378,144.964,141.598,142.906
2022-09-23,142.898,145.901,140.33,143.32
2022-09-30,143.461,144.904,143.196,144.729
2022-10-07,144.657,145.444,143.5,145.33
2022-10-14,145.337,148.859,145.21,148.72
2022-10-21,148.429,151.944,146.16,147.63
2022-10-28,148.089,149.71,145.08,147.42
2022-11-04,147.759,148.849,145.64,146.654
2022-11-11,147.202,147.568,138.431,138.762
2022-11-18,139.163,140.8,137.657,140.341
2022-11-25,140.23,142.252,138.03,139.11
2022-12-02,139.224,139.894,133.61,134.271
2022-12-09,134.514,137.856,134.09,136.578
2022-12-16,136.477,138.175,134.502,136.679
2022-12-23,135.973,137.473,130.55,132.872
2022-12-30,132.753,134.5,130.75,131.072
2023-01-06,130.925,134.773,129.487,132.03
2023-01-13,131.943,132.872,127.43,127.853
2023-01-20,127.807,131.577,127.217,129.464
2023-01-27,129.459,131.116,129.0,129.804
2023-02-03,129.708,131.202,128.06,131.156
2023-02-10,132.464,132.902,129.798,131.347
2023-02-17,131.281,135.116,131.207,134.114
2023-02-24,134.214,136.519,133.918,136.406
2023-03-03,136.413,137.1,135.23,135.831
2023-03-10,135.973,137.91,134.11,134.962
2023-03-17,133.891,135.113,131.53,131.803
2023-03-24,131.821,133.002,129.61,130.701
2023-03-31,130.568,133.594,130.38,132.797
2023-04-07,133.255,133.755,130.611,132.137
2023-04-14,132.124,134.047,131.82,133.745
2023-04-21,133.812,135.138,133.546,134.096
2023-04-28,134.008,136.561,133.0,136.24
2023-05-05,136.172,137.774,133.498,134.819
2023-05-12,134.826,135.753,133.74,135.745
2023-05-19,135.705,138.746,135.653,137.878
2023-05-26,137.996,140.724,137.49,140.595
2023-06-02,140.636,140.932,138.43,139.947
2023-06-09,139.951,140.453,138.755,139.355
2023-06-16,139.392,141.911,139.0,141.825
2023-06-23,141.769,143.871,141.19,143.655
2023-06-30,143.602,145.067,142.934,144.261
2023-07-07,144.26,144.913,142.056,142.083
2023-07-14,142.133,143.005,137.237,138.743
2023-07-21,138.696,141.956,137.679,141.77
2023-07-28,141.706,141.811,138.058,141.14
